"","MATRICULA","Category","CIERVO","GAMO","CORZO","MUFLON","CABRA","JABALI","ARRUI","CERRAMIENT","ten_cier","ten_gamo","ten_corz","ten_mufl","ten_cabr","ten_jaba","ten_arru","CIERVO_d","GAMO_d","CORZO_d","MUFLON_d","CABRA_d","JABALI_d","ARRUI_d","ag_cluster","a47_k4","Clasificac","area_nueva","area","Hg","minId","maxId","Axis1","Axis2","Axis3","cover","areaS"
"741","AB-11640","AB-11640","0","0","0","0","2",11,"0",0,"0","0","0","0","0.480594392143027","0.202779821382824","0","0","0","0","0","0.341298293870273","1.8771406162865","0","5","2","Grupo 7",5859976.503,6,1574,5041,5041,0.7769613549426,0.950452792831978,3.10269961263478,1.89049608996766,-0.451839102732871
"742","AB-11642","AB-11642","0","0","0","0","0",4,"0",0,"0","0","0","0","0","0.469744468643491","0","0","0","0","0","0","0.528181158601311","0","3","2","Grupo 2",7573159.09,8,1576,5043,5045,-0.998304566085254,0.008753785052004,0.331221403774298,-1.38948752482732,-0.363939764488475
"743","AB-11645","AB-11645","1","0","0","0","0",17,"0",0,"0.469744468643491","0","0","0","0","0.635963431719159","0","0.101841590865544","0","0","0","0","1.73130704471424","0","2","2","Grupo 5",9819171.019,10,1578,5047,5048,-0.318423764070955,-0.417655932850918,0.367935764759235,-0.806601289659739,-0.27604042624408
"744","AB-11646","AB-11646","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4319963.093,4,1579,5049,5049,-0.998304566085254,0.008753785052004,0.331221403774298,-1.19107190598027,-0.539738440977266
"745","AB-11648","AB-11648","0","0","0","0","0",10,"0",0,"0","0","0","0","0","0.627938277954652","0","0","0","0","0","0","1.79891438053604","0","3","2","Grupo 2",5558908.84,6,1581,5052,5052,-0.998304566085254,0.008753785052004,0.331221403774298,1.35553209201163,-0.451839102732871
"746","AB-11649","AB-11649","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",5020189.913,5,1582,5053,5054,-0.998304566085254,0.008753785052004,0.331221403774298,-0.097594976425171,-0.495788771855069
"747","AB-11650","AB-11650","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",5772507.606,6,1583,5055,5055,-0.998304566085254,0.008753785052004,0.331221403774298,-1.20957090953036,-0.451839102732871
"748","AB-11653","AB-11653","0","0","0","0","0",4,"0",0,"0","0","0","0","0","-0.23007892341722","0","0","0","0","0","0","0.475580590508873","0","1","2","Grupo 1",8410772.038,8,1586,5058,5058,-0.998304566085254,0.008753785052004,0.331221403774298,-1.6855358557175,-0.363939764488475
"749","AB-11661","AB-11661","5","0","0","0","0",45,"0",0,"0.469744468643491","0","0","0","0","-0.395818281962462","0","0.18033580165882","0","0","0","0","1.62302221492938","0","1","1","Grupo 1",27726052.7,28,1592,5063,5068,-0.315733527511512,-0.40989179700824,0.363926943539988,1.71808757384618,0.51505361795548
"750","AB-11662","AB-11662","0","0","0","0","0",10,"0",0,"0","0","0","0","0","0.529954233201523","0","0","0","0","0","0","1.17053092309874","0","3","2","Grupo 2",8543132.125,9,1593,5069,5070,-0.998304566085254,0.008753785052004,0.331221403774298,0.170467108488083,-0.319990095366278
"751","AB-11664","AB-11664","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",9171285.88,9,1595,5072,5073,-0.998304566085254,0.008753785052004,0.331221403774298,-0.527563623152673,-0.319990095366278
"752","AB-11665","AB-11665","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",11412773.5,11,1596,5074,5075,-0.998304566085254,0.008753785052004,0.331221403774298,-0.914792656898499,-0.232090757121882
"753","AB-11668","AB-11668","0","0","0","0","0",8,"0",0,"0","0","0","0","0","0.469744468643491","0","0","0","0","0","0","1.64663976794706","0","3","2","Grupo 2",4858378.961,5,1597,5076,5077,-0.998304566085254,0.008753785052004,0.331221403774298,-0.432977199554443,-0.495788771855069
"754","AB-11669","AB-11669","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",6213544.92,6,1598,5078,5079,-0.998304566085254,0.008753785052004,0.331221403774298,-1.09626430273056,-0.451839102732871
"755","AB-11672","AB-11672","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","Grupo 1",4392203.476,4,1601,5082,5083,-0.998304566085254,0.008753785052004,0.331221403774298,0.266929719597101,-0.539738440977266
"756","AB-11679","AB-11679","0","0","0","0","0",5,"0",0,"0","0","0","0","0","0.469744468643491","0","0","0","0","0","0","0.654156377746274","0","3","2","Grupo 2",7643432.023,8,1607,5088,5089,-0.998304566085254,0.008753785052004,0.331221403774298,-0.852929085493088,-0.363939764488475
"757","AB-11682","AB-11682","0","0","0","0","0",10,"0",0,"0","0","0","0","0","0.813793479484749","0","0","0","0","0","0","2.14958811233802","0","3","2","Grupo 2",4652054.227,5,1610,5091,5092,-0.998304566085254,0.008753785052004,0.331221403774298,-0.601620569825172,-0.495788771855069
"758","AB-11683","AB-11683","0","0","0","0","0",3,"0",0,"0","0","0","0","0","0.469744468643492","0","0","0","0","0","0","0.595769326788686","0","3","2","Grupo 2",5035505.851,5,1611,5093,5093,-0.998304566085254,0.008753785052004,0.331221403774298,1.95263396046733,-0.495788771855069
"759","AB-11684","AB-11684","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",9275306.75,9,1612,5094,5095,-0.998304566085254,0.008753785052004,0.331221403774298,-1.78815931081772,-0.319990095366278
"760","AB-11685","AB-11685","0","0","0","0","0",29,"0",0,"0","0","0","0","0","0.225888615899355","0","0","0","0","0","0","1.30983750727245","0","3","3","Grupo 2",22140150.82,22,1613,5096,5101,-0.998304566085254,0.008753785052004,0.331221403774298,1.88536902268728,0.251355603222293
"761","AB-11688","AB-11688","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",13529893.92,14,1616,5104,5106,-0.998304566085254,0.008753785052004,0.331221403774298,-1.34678196907044,-0.100241749755289
"762","AB-11691","AB-11691","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",8548948.393,9,1619,5109,5111,-0.998304566085254,0.008753785052004,0.331221403774298,-1.33787226676941,-0.319990095366278
"763","AB-11693","AB-11693","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4971678.507,5,1621,5112,5113,-0.998304566085254,0.008753785052004,0.331221403774298,-0.211557254195213,-0.495788771855069
"764","AB-11694","AB-11694","0","0","0","0","0",15,"0",0,"0","0","0","0","0","-0.584783930352102","0","0","0","0","0","0","2.06749967622576","0","1","2","Grupo 1",7255139.642,7,1622,5114,5114,-0.998304566085254,0.008753785052004,0.331221403774298,0.659650520989148,-0.407889433610673
"765","AB-11695","AB-11695","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",6395958.634,6,1623,5115,5115,-0.998304566085254,0.008753785052004,0.331221403774298,-0.508586485699415,-0.451839102732871
"766","AB-11697","AB-11697","0","0","0","0","2",7,"0",0,"0","0","0","0","0.278012032462475","0.589831103162364","0","0","0","0","0","0.390292758182251","1.36602465363788","0","5","2","Grupo 7",5124358.64,5,1624,5116,5117,0.264393045411799,0.816369867789071,2.33657083468835,0.093827545642853,-0.495788771855069
"767","AB-11698","AB-11698","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",5351802.7,5,1625,5118,5118,-0.998304566085254,0.008753785052004,0.331221403774298,-0.758351750770438,-0.495788771855069
"768","AB-11699","AB-11699","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",6572947.997,7,1626,5119,5120,-0.998304566085254,0.008753785052004,0.331221403774298,-0.671115607023239,-0.407889433610673
"769","AB-11702","AB-11702","0","0","0","0","14",49,"0",0,"0","0","0","0","0.338338694395839","0.496838580153744","0","0","0","0","0","1.05141908009258","3.67996678032404","0","5","2","Grupo 7",13315337.62,13,1629,5123,5123,1.24301771426992,1.77729275138124,3.97359817116433,0.684615365327041,-0.144191418877487
"770","AB-11704","AB-11704","0","0","0","0","0",1,"0",0,"0","0","0","0","0","0.469744468643491","0","0","0","0","0","0","0.131193904720271","0","3","2","Grupo 2",7622305.418,8,1631,5125,5126,-0.998304566085254,0.008753785052004,0.331221403774298,-1.59741532802582,-0.363939764488475
"771","AB-11706","AB-11706","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","Grupo 1",5745477.355,6,1632,5127,5128,-0.998304566085254,0.008753785052004,0.331221403774298,1.40944558382034,-0.451839102732871
"772","AB-11709","AB-11709","2","0","0","0","1",24,"0",0,"0.570425119646396","0","0","0","-0.488917712261593","-0.469811898648483","0","0.314688984591554","0","0","0","0.157344492295777","3.77626781509865","0","5","1","Grupo 7",6355481.65,6,1634,5129,5131,-1.35540845031826,-0.76046071686892,-1.40142246393581,2.01949055989583,-0.451839102732871
"773","AB-11710","AB-11710","0","0","0","0","1",5,"0",0,"0","0","0","0","0.373878250552983","0.413126630931311","0","0","0","0","0","0.201153463078971","1.00576731539485","0","5","4","Grupo 7",4971328.723,5,1635,5132,5133,0.304090749352904,0.653626957692063,2.35310115916502,0.827053815126419,-0.495788771855069
"774","AB-11711","AB-11711","0","0","0","0","0",12,"0",0,"0","0","0","0","0","0.489617249110008","0","0","0","0","0","0","1.4723566382847","0","3","4","Grupo 2",8150199.59,8,1636,5134,5134,-0.998304566085254,0.008753785052004,0.331221403774298,1.1542040738437,-0.363939764488475
"775","AB-11712","AB-11712","3","0","0","0","0",0,"0",0,"0.469744468643492","0","0","0","0","0","0","0.578427003929925","0","0","0","0","0","0","1","2","Grupo 1",5186479.809,5,1637,5135,5136,-0.302089725051192,-0.370515209346921,0.343595807743712,-0.976426005363464,-0.495788771855069
"776","AB-11717","AB-11717","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",16870451.87,17,1640,5137,5139,-0.998304566085254,0.008753785052004,0.331221403774298,-1.91739404201508,0.031607257611305
"777","AB-11718","AB-11718","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","Grupo 1",5535414.839,6,1641,5140,5140,-0.998304566085254,0.008753785052004,0.331221403774298,0.662994198107051,-0.451839102732871
"778","AB-11720","AB-11720","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4060300.073,4,1643,5142,5142,-0.998304566085254,0.008753785052004,0.331221403774298,-1.05924921861183,-0.539738440977266
"779","AB-11727","AB-11727","0","0","0","10","0",0,"0",0,"0","0","0","0.278012032462475","0","0","0","0","0","0","2.07194293667925","0","0","0","1","2","Grupo 1",4826387.785,5,1650,5147,5148,-0.168147156379103,0.706642713976629,0.557130602923782,0.022205471992493,-0.495788771855069
"780","AB-11729","AB-11729","0","0","0","0","2",14,"0",0,"0","0","0","0","0.345848300887973","0.341302585980729","0","0","0","0","0","0.243253539767829","1.7027747783748","0","5","2","Grupo 7",8221874.312,8,1652,5149,5151,0.276346179378646,0.683217040881486,2.32074224948125,1.76353204250336,-0.363939764488475
"781","AB-11732","AB-11732","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",13740837.04,14,1655,5154,5156,-0.998304566085254,0.008753785052004,0.331221403774298,-1.21843347946803,-0.100241749755289
"782","AB-11734","AB-11734","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",6870512.415,7,1657,5158,5158,-0.998304566085254,0.008753785052004,0.331221403774298,-1.11995862196627,-0.407889433610673
"783","AB-11739","AB-11739","0","0","0","0","1",26,"0",0,"0","0","0","0","-0.488917712261593","-0.488917712261593","0","0","0","0","0","0.0444075022972267","1.1545950597279","0","5","2","Grupo 7",22518717.66,23,1660,5159,5164,-2.32560826593846,-0.415484716894191,-1.67172624164801,-1.16099865237872,0.295305272344491
"784","AB-11744","AB-11744","0","0","0","0","0",15,"0",0,"0","0","0","0","0","0.549774212914837","0","0","0","0","0","0","2.70758242678832","0","3","4","Grupo 2",5539997.572,6,1663,5166,5167,-0.998304566085254,0.008753785052004,0.331221403774298,0.858759663999081,-0.451839102732871
"785","AB-11749","AB-11749","0","0","0","0","0",10,"0",0,"0","0","0","0","0","0.592050039727625","0","0","0","0","0","0","2.09610519135208","0","3","2","Grupo 2",4770752.898,5,1667,5169,5169,-0.998304566085254,0.008753785052004,0.331221403774298,-0.713428706753646,-0.495788771855069
"786","AB-11750","AB-11750","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4406696.793,4,1668,5170,5170,-0.998304566085254,0.008753785052004,0.331221403774298,-0.10026197694242,-0.539738440977266
"787","AB-11752","AB-11752","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4702311.429,5,1670,5172,5173,-0.998304566085254,0.008753785052004,0.331221403774298,-0.90769824385643,-0.495788771855069
"788","AB-11753","AB-11753","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",6482426.498,6,1671,5174,5174,-0.998304566085254,0.008753785052004,0.331221403774298,-1.16352572813459,-0.451839102732871
"789","AB-11754","AB-11754","0","0","0","0","0",3,"0",0,"0","0","0","0","0","0.560817375829475","0","0","0","0","0","0","0.606900814383392","0","3","4","Grupo 2",4943147.148,5,1672,5175,5176,-0.998304566085254,0.008753785052004,0.331221403774298,1.10850405693054,-0.495788771855069
"790","AB-11755","AB-11755","6","0","0","0","0",20,"0",0,"0.635976808728663","0","0","0","0","0.608302106665009","0","0.859318555973944","0","0","0","0","2.86439518657981","0","2","2","Grupo 5",6982276.877,7,1673,5177,5177,-0.053102884126214,-0.497193157315682,0.344083247384534,0.840910855352552,-0.407889433610673
"791","AB-11757","AB-11757","0","0","0","0","0",22,"0",0,"0","0","0","0","0","0.327223763841367","0","0","0","0","0","0","4.08775141476315","0","3","4","Grupo 2",5381931.819,5,1675,5179,5180,-0.998304566085254,0.008753785052004,0.331221403774298,0.947580456733704,-0.495788771855069
"792","AB-11758","AB-11758","2","0","0","0","0",7,"0",0,"0.570425119646396","0","0","0","0","0.0656351126886017","0","0.284186411993396","0","0","0","0","0.994652441976887","0","2","2","Grupo 5",7037633.647,7,1676,5181,5182,-0.16720304022869,-0.493171317295503,0.367606924031493,1.08328559994698,-0.407889433610673
"793","AB-11759","AB-11759","17","5","0","0","1",29,"0",0,"0.522160137170566","0.792862333904246","0","0","0.488917712261593","0.817769538149069","0","1.66589603296121","0.489969421459179","0","0","0.0979938842918357","2.84182264446324","0","5","2","Grupo 7",10204718.14,10,1677,5183,5184,3.12904285820709,0.029011472166687,3.1504056752017,1.94659948348999,-0.27604042624408
"794","AB-11761","AB-11761","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",6239795.988,6,1678,5185,5186,-0.998304566085254,0.008753785052004,0.331221403774298,-1.22054642438889,-0.451839102732871
"795","AB-11763","AB-11763","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",12689301.8,13,1680,5187,5188,-0.998304566085254,0.008753785052004,0.331221403774298,-1.78350049257278,-0.144191418877487
"796","AB-11765","AB-11765","6","0","0","0","4",30,"0",0,"0.682780508844621","0","0","0","0.488917712261593","0.488917712261593","0","0.219077649474595","0","0","0","0.146051766316397","1.09538824737298","0","5","2","Grupo 7",27387549.33,27,1682,5189,5195,1.55246619259251,0.079821296621154,2.78101701287239,1.64032796451024,0.471103948833282
"797","AB-11766","AB-11766","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",5673815.166,6,1683,5196,5196,-0.998304566085254,0.008753785052004,0.331221403774298,-1.57210858882054,-0.451839102732871
"798","AB-11770","AB-11770","0","0","0","0","0",43,"0",0,"0","0","0","0","0","0.368014339370711","0","0","0","0","0","0","4.72817974800839","0","3","2","Grupo 2",9094408.734,9,1686,5197,5197,-0.998304566085254,0.008753785052004,0.331221403774298,0.560863094809334,-0.319990095366278
"799","AB-11771","AB-11771","2","0","0","0","1",35,"0",0,"0.469744468643491","0","0","0","0.34511838512583","0.607169495406525","0","0.208499044247157","0","0","0","0.104249522123579","3.64873327432525","0","5","1","Grupo 7",9592369.759,10,1687,5198,5199,0.787902950410038,0.077172382094375,2.05905458597918,1.20812003314495,-0.27604042624408
"800","AB-11773","AB-11773","0","0","0","0","3",22,"0",0,"0","0","0","0","0.278012032462475","0.0167908531006809","0","0","0","0","0","0.614946793576601","4.50960981956174","0","5","2","Grupo 7",4878470.742,5,1689,5201,5202,0.539007545916405,1.12257106881785,2.80497936615341,1.27093574404716,-0.495788771855069
"801","AB-11778","AB-11778","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4593777,5,1692,5204,5205,-0.998304566085254,0.008753785052004,0.331221403774298,-0.366735711693764,-0.495788771855069
"802","AB-11780","AB-11780","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",21082790.37,21,1694,5206,5211,-0.998304566085254,0.008753785052004,0.331221403774298,0.552668338020643,0.207405934100096
"803","AB-11784","AB-11784","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",5520366.159,6,1697,5213,5213,-0.998304566085254,0.008753785052004,0.331221403774298,-1.13239899832952,-0.451839102732871
"804","AB-11788","AB-11788","0","0","0","0","8",46,"0",0,"0","0","0","0","0.523527227517085","0.0392650647435106","0","0","0","0","0","0.256287641256197","1.47365393722313","0","5","2","Grupo 7",31214926.96,31,1699,5214,5220,0.794365205473197,0.87715234431052,3.10946393573742,1.54586958033698,0.646902625322073
"805","AB-11789","AB-11789","0","0","0","0","4",32,"0",0,"0","0","0","0","0.589752580217011","0.278390275288113","0","0","0","0","0","0.34503467304322","2.76027738434576","0","5","2","Grupo 7",11593037.92,12,1700,5221,5224,1.08998859451086,1.06377658105043,3.5783502845783,1.22062616050243,-0.188141087999684
"806","AB-11790","AB-11790","0","0","0","0","0",21,"0",0,"0","0","0","0","0","0.278012032462475","0","0","0","0","0","0","2.926757773413","0","3","2","Grupo 2",7175174.931,7,1701,5225,5226,-0.998304566085254,0.008753785052004,0.331221403774298,1.52429634332657,-0.407889433610673
"807","AB-11795","AB-11795","0","0","0","0","0",5,"0",0,"0","0","0","0","0","0.453558802364438","0","0","0","0","0","0","0.467597153829644","0","3","2","Grupo 2",10692964.99,11,1706,5228,5230,-0.998304566085254,0.008753785052004,0.331221403774298,2.00033330917358,-0.232090757121882
"808","AB-11797","AB-11797","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4694684.563,5,1708,5231,5232,-0.998304566085254,0.008753785052004,0.331221403774298,-1.68609976768494,-0.495788771855069
"809","AB-11798","AB-11798","3","0","0","0","0",17,"0",0,"0.670680758195878","0","0","0","0","0.48324562108779","0","0.264649359398979","0","0","0","0","1.49967970326088","0","2","2","Grupo 5",11335754.16,11,1709,5233,5235,-0.023513405592718,-0.588260622619567,0.377550579940926,1.91372672716776,-0.232090757121882
"810","AB-11799","AB-11799","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",5137541.003,5,1710,5236,5236,-0.998304566085254,0.008753785052004,0.331221403774298,-1.09916737393858,-0.495788771855069
"811","AB-11801","AB-11801","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4015324.756,4,1712,5237,5237,-0.998304566085254,0.008753785052004,0.331221403774298,-1.25137317826091,-0.539738440977266
"812","AB-11804","AB-11804","0","0","0","0","0",7,"0",0,"0","0","0","0","0","0.469744468643491","0","0","0","0","0","0","1.38748023196459","0","3","4","Grupo 2",5045116.609,5,1713,5238,5238,-0.998304566085254,0.008753785052004,0.331221403774298,0.612209044505629,-0.495788771855069
"813","AB-11806","AB-11806","0","0","0","0","0",1,"0",0,"0","0","0","0","0","0.373878250552983","0","0","0","0","0","0","0.195160204295076","0","3","2","Grupo 2",5123995.337,5,1715,5240,5241,-0.998304566085254,0.008753785052004,0.331221403774298,-1.66667151451111,-0.495788771855069
"814","AB-11808","AB-11808","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","Grupo 1",5371483.193,5,1717,5243,5244,-0.998304566085254,0.008753785052004,0.331221403774298,2.00295293331146,-0.495788771855069
"815","AB-11809","AB-11809","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4815709.328,5,1718,5245,5245,-0.998304566085254,0.008753785052004,0.331221403774298,-0.90077228225312,-0.495788771855069
"816","AB-11810","AB-11810","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4744516.545,5,1719,5246,5247,-0.998304566085254,0.008753785052004,0.331221403774298,-0.925044216215611,-0.495788771855069
"817","AB-11813","AB-11813","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4443396.33,4,1721,5249,5249,-0.998304566085254,0.008753785052004,0.331221403774298,0.887991238710929,-0.539738440977266
"818","AB-11815","AB-11815","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","Grupo 1",4889127.485,5,1723,5251,5252,-0.998304566085254,0.008753785052004,0.331221403774298,0.645120233297348,-0.495788771855069
"819","AB-11816","AB-11816","9","0","0","0","1",34,"0",0,"0.491168208446093","0","0","0","0.143799327135763","0.710020330373711","0","0.899130384469531","0","0","0","0.0999033760521701","3.39671478577378","0","5","1","Grupo 7",10009671.94,10,1724,5253,5255,0.268219873372695,-0.079954723054852,1.15376412388506,1.90567624568939,-0.27604042624408
"820","AB-11821","AB-11821","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4256328.036,4,1728,5258,5258,-0.998304566085254,0.008753785052004,0.331221403774298,-1.4831748166789,-0.539738440977266
"821","AB-11826","AB-11826","0","0","0","0","0",6,"0",0,"0","0","0","0","0","0.505920201626687","0","0","0","0","0","0","1.23161244140584","0","3","2","Grupo 2",4871662.584,5,1731,5261,5262,-0.998304566085254,0.008753785052004,0.331221403774298,1.13115653395653,-0.495788771855069
"822","AB-11828","AB-11828","0","0","0","0","0",10,"0",0,"0","0","0","0","0","0.469744468643491","0","0","0","0","0","0","1.25644702727323","0","3","2","Grupo 2",7958950.775,8,1733,5264,5265,-0.998304566085254,0.008753785052004,0.331221403774298,-0.633511632680893,-0.363939764488475
"823","AB-11829","AB-11829","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4439483.496,4,1734,5266,5266,-0.998304566085254,0.008753785052004,0.331221403774298,-0.531793951842454,-0.539738440977266
"824","AB-11830","AB-11830","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4990730.476,5,1735,5267,5267,-0.998304566085254,0.008753785052004,0.331221403774298,0.233598341742877,-0.495788771855069
"825","AB-11832","AB-11832","0","0","0","0","0",11,"0",0,"0","0","0","0","0","0.469744468643492","0","0","0","0","0","0","1.63953432024106","0","3","2","Grupo 2",6709222.847,7,1737,5268,5269,-0.998304566085254,0.008753785052004,0.331221403774298,1.23393493890762,-0.407889433610673
"826","AB-11835","AB-11835","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",8089989.561,8,1739,5272,5272,-0.998304566085254,0.008753785052004,0.331221403774298,-0.640004384619844,-0.363939764488475
"827","AB-11836","AB-11836","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",12944854.16,13,1740,5273,5276,-0.998304566085254,0.008753785052004,0.331221403774298,1.74079340696335,-0.144191418877487
"828","AB-11837","AB-11837","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",8167729.057,8,1741,5277,5277,-0.998304566085254,0.008753785052004,0.331221403774298,-0.900136734349803,-0.363939764488475
"829","AB-11838","AB-11838","0","0","0","0","0",22,"0",0,"0","0","0","0","0","0.0659321382418764","0","0","0","0","0","0","4.41355976111713","0","1","2","Grupo 1",4984638.656,5,1742,5278,5279,-0.998304566085254,0.008753785052004,0.331221403774298,1.00391867756844,-0.495788771855069
"830","AB-11839","AB-11839","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","Grupo 1",11542730.49,12,1743,5280,5281,-0.998304566085254,0.008753785052004,0.331221403774298,0.82946814596653,-0.188141087999684
"831","AB-11842","AB-11842","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4166042.85,4,1746,5285,5285,-0.998304566085254,0.008753785052004,0.331221403774298,-1.19008373488131,-0.539738440977266
"832","AB-11850","AB-11850","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4612061.765,5,1753,5292,5294,-0.998304566085254,0.008753785052004,0.331221403774298,-1.21412056684494,-0.495788771855069
"833","AB-11852","AB-11852","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",10636746.98,11,1754,5295,5299,-0.998304566085254,0.008753785052004,0.331221403774298,-1.86014280319214,-0.232090757121882
"834","AB-11855","AB-11855","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",11257582.2,11,1757,5302,5304,-0.998304566085254,0.008753785052004,0.331221403774298,-1.58425569534302,-0.232090757121882
"835","AB-11857","AB-11857","16","0","0","0","2",67,"1",0,"0.689008954093776","0","0","0","0.328752645048962","0.519820266116542","0.546004792657633","0.609084707248531","0","0","0","0.0761355884060664","2.55054221160322","0.0380677942030332","5","1","Grupo 7",26268924.44,26,1759,5305,5310,0.762555252160862,-1.32730418559427,10.6450095960341,1.90165102481842,0.427154279711084
"836","AB-11859","AB-11859","0","0","0","0","0",5,"0",0,"0","0","0","0","0","0.469744468643491","0","0","0","0","0","0","1.19973537014634","0","3","2","Grupo 2",4167585.739,4,1761,5311,5311,-0.998304566085254,0.008753785052004,0.331221403774298,0.330539416678095,-0.539738440977266
"837","AB-11867","AB-11867","25","0","0","0","15",25,"0",0,"0.477080995788828","0","0","0","0.394463080643706","0.645204365166787","0","1.78894604869672","0","0","0","1.07336762921803","1.78894604869672","0","5","1","Grupo 7",13974708.1,14,1768,5316,5320,2.17671100857662,1.59650675553773,4.21112069039672,1.94027712345123,-0.100241749755289
